set_id,database,pathway,msigdb_id,source_id,description,url,source_size,measured_size,measured_fraction,status,representative,jaccard
GOBP|GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION,GOBP,GOBP_RAS_PROTEIN_SIGNAL_TRANSDUCTION,M13487,GO:0007265,An intracellular signaling cassette in which a small monomeric GTPase of the Ras subfamily relays a signal. [GOC:bf],http://amigo.geneontology.org/amigo/term/GO:0007265,116,25,0.21551724137931033,retained,NA,NA
GOBP|GOBP_REACTIVE_GLIOSIS,GOBP,GOBP_REACTIVE_GLIOSIS,M46888,GO:0150103,"A neuroinflammatory response, occurring over several days, during which glial cells undergo nonspecific reactive changes in response to damage to the central nervous system (CNS); typically involves the proliferation or hypertrophy of different types of glial cells. [GOC:aruk, GOC:bc, PMID:24462092]",http://amigo.geneontology.org/amigo/term/GO:0150103,6,1,0.16666666666666666,source_too_small,NA,NA
GOBP|GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS,GOBP,GOBP_REACTIVE_NITROGEN_SPECIES_METABOLIC_PROCESS,M12765,GO:2001057,The chemical reactions and pathways involving a reactive nitrogen species. [GOC:obol],http://amigo.geneontology.org/amigo/term/GO:2001057,89,26,0.29213483146067415,retained,NA,NA
GOBP|GOBP_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,GOBP,GOBP_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS,M12185,GO:1903409,"The chemical reactions and pathways resulting in the formation of reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen. [GO_REF:0000068, GOC:bf, GOC:PARL, GOC:TermGenie, PMID:24252804]",http://amigo.geneontology.org/amigo/term/GO:1903409,72,20,0.2777777777777778,retained,NA,NA
GOBP|GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,GOBP,GOBP_REACTIVE_OXYGEN_SPECIES_METABOLIC_PROCESS,M15990,GO:0072593,"The chemical reactions and pathways involving a reactive oxygen species, any molecules or ions formed by the incomplete one-electron reduction of oxygen. They contribute to the microbicidal activity of phagocytes, regulation of signal transduction and gene expression, and the oxidative damage to biopolymers. [GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0072593,243,72,0.2962962962962963,retained,NA,NA
GOBP|GOBP_RECEPTOR_CATABOLIC_PROCESS,GOBP,GOBP_RECEPTOR_CATABOLIC_PROCESS,M16383,GO:0032801,"The chemical reactions and pathways resulting in the breakdown of a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function. [GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0032801,32,5,0.15625,too_few_measured,NA,NA
GOBP|GOBP_RECEPTOR_CLUSTERING,GOBP,GOBP_RECEPTOR_CLUSTERING,M16895,GO:0043113,"The receptor metabolic process that results in grouping of a set of receptors at a cellular location, often to amplify the sensitivity of a signaling response. [GOC:bf, GOC:jl, GOC:pr, PMID:19747931, PMID:21453460]",http://amigo.geneontology.org/amigo/term/GO:0043113,68,13,0.19117647058823528,too_few_measured,NA,NA
GOBP|GOBP_RECEPTOR_DIFFUSION_TRAPPING,GOBP,GOBP_RECEPTOR_DIFFUSION_TRAPPING,M24836,GO:0098953,"The process by which a membrane receptor, diffusing freely within the plasma membeane, becomes trapped in some plasma membrane region. This can happen when a receptor bind, directly or indirectly, to some component of the underlying matrix. [PMID:18832033]",http://amigo.geneontology.org/amigo/term/GO:0098953,12,2,0.16666666666666666,source_too_small,NA,NA
GOBP|GOBP_RECEPTOR_GUANYLYL_CYCLASE_SIGNALING_PATHWAY,GOBP,GOBP_RECEPTOR_GUANYLYL_CYCLASE_SIGNALING_PATHWAY,M22510,GO:0007168,"The series of molecular signals initiated by an extracellular ligand binding to a receptor on the surface of the target cell where the receptor possesses guanylyl cyclase activity, and converts GTP to cGMP upon activation, and ending with the regulation of a downstream cellular process, e.g. transcription. [GOC:mah, GOC:signaling, PMID:16815030]",http://amigo.geneontology.org/amigo/term/GO:0007168,18,3,0.16666666666666666,too_few_measured,NA,NA
GOBP|GOBP_RECEPTOR_INTERNALIZATION,GOBP,GOBP_RECEPTOR_INTERNALIZATION,M13598,GO:0031623,"A receptor-mediated endocytosis process that results in the movement of receptors from the plasma membrane to the inside of the cell. The process begins when cell surface receptors are monoubiquitinated following ligand-induced activation. Receptors are subsequently taken up into endocytic vesicles from where they are either targeted to the lysosome or vacuole for degradation or recycled back to the plasma membrane. [GOC:bf, GOC:mah, GOC:signaling, PMID:15006537, PMID:19643732]",http://amigo.geneontology.org/amigo/term/GO:0031623,139,38,0.2733812949640288,redundant,GOBP|GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,0.6031746031746031
GOBP|GOBP_RECEPTOR_LOCALIZATION_TO_NON_MOTILE_CILIUM,GOBP,GOBP_RECEPTOR_LOCALIZATION_TO_NON_MOTILE_CILIUM,M34263,GO:0097500,"A process in which a receptor is transported to, or maintained in, a location within a non-motile cilium. [GOC:cilia, GOC:kmv, PMID:23128241]",http://amigo.geneontology.org/amigo/term/GO:0097500,5,0,0,source_too_small,NA,NA
GOBP|GOBP_RECEPTOR_LOCALIZATION_TO_SYNAPSE,GOBP,GOBP_RECEPTOR_LOCALIZATION_TO_SYNAPSE,M24745,GO:0097120,"Any process in which a receptor is transported to, and/or maintained at the synapse, the junction between a nerve fiber of one neuron and another neuron or muscle fiber or glial cell. [GOC:BHF, GOC:sjp, PMID:21525273]",http://amigo.geneontology.org/amigo/term/GO:0097120,81,15,0.18518518518518517,retained,NA,NA
GOBP|GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,GOBP,GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS,M18488,GO:0006898,"An endocytosis process in which cell surface receptors ensure specificity of transport. A specific receptor on the cell surface binds tightly to the extracellular macromolecule (the ligand) that it recognizes; the plasma-membrane region containing the receptor-ligand complex then undergoes endocytosis, forming a transport vesicle containing the receptor-ligand complex and excluding most other plasma-membrane proteins. Receptor-mediated endocytosis generally occurs via clathrin-coated pits and vesicles. [GOC:mah, ISBN:0716731363]",http://amigo.geneontology.org/amigo/term/GO:0006898,281,63,0.22419928825622776,retained,NA,NA
GOBP|GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS_INVOLVED_IN_CHOLESTEROL_TRANSPORT,GOBP,GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS_INVOLVED_IN_CHOLESTEROL_TRANSPORT,M24667,GO:0090118,"A receptor-mediated endocytosis process involved in intracellular cholesterol transport. [GOC:ascb_2009, GOC:dph, GOC:pr, GOC:tb]",http://amigo.geneontology.org/amigo/term/GO:0090118,8,1,0.125,source_too_small,NA,NA
GOBP|GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS_OF_VIRUS_BY_HOST_CELL,GOBP,GOBP_RECEPTOR_MEDIATED_ENDOCYTOSIS_OF_VIRUS_BY_HOST_CELL,M50397,GO:0019065,"Any receptor-mediated endocytosis that is involved in the uptake of a virus into a host cell; successive instances of virus endocytosis result in the accumulation of virus particles within the cell. [GOC:bf, GOC:jl, ISBN:0781702534]",http://amigo.geneontology.org/amigo/term/GO:0019065,11,4,0.36363636363636365,source_too_small,NA,NA
GOBP|GOBP_RECEPTOR_MEDIATED_VIRION_ATTACHMENT_TO_HOST_CELL,GOBP,GOBP_RECEPTOR_MEDIATED_VIRION_ATTACHMENT_TO_HOST_CELL,M23808,GO:0046813,The process by which a virion attaches to a host cell by binding to a receptor on the host cell surface. [ISBN:0879694971],http://amigo.geneontology.org/amigo/term/GO:0046813,7,0,0,source_too_small,NA,NA
GOBP|GOBP_RECEPTOR_METABOLIC_PROCESS,GOBP,GOBP_RECEPTOR_METABOLIC_PROCESS,M13654,GO:0043112,"The chemical reactions and pathways involving a receptor molecule, a macromolecule that undergoes combination with a hormone, neurotransmitter, drug or intracellular messenger to initiate a change in cell function. [GOC:jl]",http://amigo.geneontology.org/amigo/term/GO:0043112,77,15,0.19480519480519481,retained,NA,NA
GOBP|GOBP_RECEPTOR_RECYCLING,GOBP,GOBP_RECEPTOR_RECYCLING,M22200,GO:0001881,The process that results in the return of receptor molecules to an active state and an active cellular location after they have been stimulated by a ligand. An active state is when the receptor is ready to receive a signal. [GOC:dph],http://amigo.geneontology.org/amigo/term/GO:0001881,48,12,0.25,too_few_measured,NA,NA
GOBP|GOBP_RECOGNITION_OF_APOPTOTIC_CELL,GOBP,GOBP_RECOGNITION_OF_APOPTOTIC_CELL,M23622,GO:0043654,"The process in which a cell interprets signals (in the form of specific proteins and lipids) on the surface of a dying cell which it will engulf and remove by phagocytosis. [GOC:rk, PMID:15536015]",http://amigo.geneontology.org/amigo/term/GO:0043654,7,0,0,source_too_small,NA,NA
GOBP|GOBP_RECOMBINATIONAL_REPAIR,GOBP,GOBP_RECOMBINATIONAL_REPAIR,M15461,GO:0000725,"A DNA repair process that involves the exchange, reciprocal or nonreciprocal, of genetic material between the broken DNA molecule and a homologous DNA region. [GOC:elh]",http://amigo.geneontology.org/amigo/term/GO:0000725,196,24,0.12244897959183673,redundant,GOBP|GOBP_DOUBLE_STRAND_BREAK_REPAIR,0.6
GOBP|GOBP_REDUCTION_OF_FOOD_INTAKE_IN_RESPONSE_TO_DIETARY_EXCESS,GOBP,GOBP_REDUCTION_OF_FOOD_INTAKE_IN_RESPONSE_TO_DIETARY_EXCESS,M22212,GO:0002023,"An eating behavior process whereby detection of a dietary excess results in a decrease in intake of nutrients. [GOC:pg, GOC:pr, PMID:12161655, PMID:12840200]",http://amigo.geneontology.org/amigo/term/GO:0002023,10,1,0.1,source_too_small,NA,NA
GOBP|GOBP_REELIN_MEDIATED_SIGNALING_PATHWAY,GOBP,GOBP_REELIN_MEDIATED_SIGNALING_PATHWAY,M23462,GO:0038026,"The series of molecular signals initiated by the binding of reelin (a secreted glycoprotein) to a receptor on the surface of a target cell, and ending with the regulation of a downstream cellular process, e.g. transcription. [GOC:bf, PMID:12827279, PMID:20223215]",http://amigo.geneontology.org/amigo/term/GO:0038026,12,5,0.4166666666666667,source_too_small,NA,NA
GOBP|GOBP_REFLEX,GOBP,GOBP_REFLEX,M11677,GO:0060004,"An automatic response to a stimulus beginning with a nerve impulse from a receptor and ending with the action of an effector such as a gland or a muscle. Signaling never reaches a level of consciousness. [GOC:dph, ISBN:0877797099]",http://amigo.geneontology.org/amigo/term/GO:0060004,25,1,0.04,too_few_measured,NA,NA
GOBP|GOBP_REGENERATION,GOBP,GOBP_REGENERATION,M11315,GO:0031099,"The regrowth of a lost or destroyed body part, such as an organ or tissue. This process may occur via renewal, repair, and/or growth alone (i.e. increase in size or mass). [GOC:mah, GOC:pr]",http://amigo.geneontology.org/amigo/term/GO:0031099,185,40,0.21621621621621623,retained,NA,NA
GOBP|GOBP_REGULATED_EXOCYTOSIS,GOBP,GOBP_REGULATED_EXOCYTOSIS,M42806,GO:0045055,"A process of exocytosis in which soluble proteins and other substances are initially stored in secretory vesicles for later release. It is found mainly in cells that are specialized for secreting products such as hormones, neurotransmitters, or digestive enzymes rapidly on demand. [GOC:mah, ISBN:0716731363]",http://amigo.geneontology.org/amigo/term/GO:0045055,236,39,0.1652542372881356,retained,NA,NA
GOBP|GOBP_REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL,GOBP,GOBP_REGULATION_BY_VIRUS_OF_VIRAL_PROTEIN_LEVELS_IN_HOST_CELL,M10918,GO:0046719,Any virus-mediated process that modulates the levels of viral proteins in a cell. [GOC:ai],http://amigo.geneontology.org/amigo/term/GO:0046719,8,5,0.625,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_3_UTR_MEDIATED_MRNA_STABILIZATION,GOBP,GOBP_REGULATION_OF_3_UTR_MEDIATED_MRNA_STABILIZATION,M34329,GO:1905868,"Any process that modulates the frequency, rate or extent of 3'-UTR-mediated mRNA stabilization. [GO_REF:0000058, GOC:TermGenie, PMID:19737525]",http://amigo.geneontology.org/amigo/term/GO:1905868,9,1,0.1111111111111111,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ACROSOME_REACTION,GOBP,GOBP_REGULATION_OF_ACROSOME_REACTION,M14285,GO:0060046,"Any process that modulates the frequency, rate or extent of the acrosome reaction. [GOC:dph]",http://amigo.geneontology.org/amigo/term/GO:0060046,18,1,0.05555555555555555,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT,GOBP,GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_MOVEMENT,M15281,GO:1903115,"Any process that modulates the frequency, rate or extent of actin filament-based movement. [GO_REF:0000058, GOC:TermGenie, PMID:24798735]",http://amigo.geneontology.org/amigo/term/GO:1903115,44,15,0.3409090909090909,retained,NA,NA
GOBP|GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,GOBP,GOBP_REGULATION_OF_ACTIN_FILAMENT_BASED_PROCESS,M11956,GO:0032970,"Any process that modulates the frequency, rate or extent of any cellular process that depends upon or alters the actin cytoskeleton. [GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0032970,402,115,0.2860696517412935,redundant,GOBP|GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,0.5866666666666667
GOBP|GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,GOBP,GOBP_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY,M14318,GO:0032231,"Any process that modulates the frequency, rate or extent of the assembly of actin filament bundles. [GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0032231,110,32,0.2909090909090909,redundant,GOBP|GOBP_ACTIN_FILAMENT_BUNDLE_ORGANIZATION,0.5614035087719298
GOBP|GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH,GOBP,GOBP_REGULATION_OF_ACTIN_FILAMENT_LENGTH,M16340,GO:0030832,"Any process that controls the length of actin filaments in a cell. [GOC:dph, GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0030832,153,52,0.33986928104575165,redundant,GOBP|GOBP_ACTIN_FILAMENT_POLYMERIZATION,0.7666666666666667
GOBP|GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION,GOBP,GOBP_REGULATION_OF_ACTIN_FILAMENT_ORGANIZATION,M24901,GO:0110053,"Any process that modulates the frequency, rate or extent of actin filament organization. [GOC:kmv]",http://amigo.geneontology.org/amigo/term/GO:0110053,272,85,0.3125,redundant,GOBP|GOBP_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION,0.6910569105691057
GOBP|GOBP_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,GOBP,GOBP_REGULATION_OF_ACTIN_FILAMENT_POLYMERIZATION,M49398,GO:0030833,"Any process that modulates the frequency, rate or extent of the assembly of actin filaments by the addition of actin monomers to a filament. [GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0030833,130,46,0.35384615384615387,redundant,GOBP|GOBP_ACTIN_FILAMENT_POLYMERIZATION,0.8518518518518519
GOBP|GOBP_REGULATION_OF_ACTIN_NUCLEATION,GOBP,GOBP_REGULATION_OF_ACTIN_NUCLEATION,M10676,GO:0051125,"Any process that modulates the frequency, rate or extent of actin nucleation, the initial step in the formation of an actin filament in which actin monomers combine to form a new filament. [GOC:ai]",http://amigo.geneontology.org/amigo/term/GO:0051125,39,9,0.23076923076923078,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_ACTION_POTENTIAL,GOBP,GOBP_REGULATION_OF_ACTION_POTENTIAL,M13868,GO:0098900,"Any process that modulates the frequency, rate or extent of action potential creation, propagation or termination. This typically occurs via modulation of the activity or expression of voltage-gated ion channels. [GOC:dos, GOC:dph, GOC:go_curators, GOC:tb, ISBN:978-0-07-139011-8]",http://amigo.geneontology.org/amigo/term/GO:0098900,69,13,0.18840579710144928,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS,GOBP,GOBP_REGULATION_OF_ACTIVATION_INDUCED_CELL_DEATH_OF_T_CELLS,M49512,GO:0070235,"Any process that modulates the occurrence or rate of activation-induced cell death of T cells. [GOC:add, ISBN:0781765196]",http://amigo.geneontology.org/amigo/term/GO:0070235,5,0,0,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ACTIVATION_OF_MEMBRANE_ATTACK_COMPLEX,GOBP,GOBP_REGULATION_OF_ACTIVATION_OF_MEMBRANE_ATTACK_COMPLEX,M50341,GO:0001969,"Any process that modulates the frequency, rate or extent of the activation of the membrane attack complex components of the complement cascade. [GOC:hjd]",http://amigo.geneontology.org/amigo/term/GO:0001969,5,1,0.2,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,GOBP,GOBP_REGULATION_OF_ACTIVIN_RECEPTOR_SIGNALING_PATHWAY,M16296,GO:0032925,"Any process that modulates the frequency, rate or extent of the activity of any activin receptor signaling pathway. [GOC:BHF, GOC:rl]",http://amigo.geneontology.org/amigo/term/GO:0032925,29,3,0.10344827586206896,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION,GOBP,GOBP_REGULATION_OF_ACTOMYOSIN_STRUCTURE_ORGANIZATION,M24899,GO:0110020,"Any process that modulates the frequency, rate or extent of the assembly, arrangement of constituent parts, or disassembly of cytoskeletal structures containing both actin and myosin or paramyosin. [GOC:lf, PMID:22790195]",http://amigo.geneontology.org/amigo/term/GO:0110020,107,31,0.2897196261682243,retained,NA,NA
GOBP|GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,GOBP,GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE,M11994,GO:0002673,"Any process that modulates the frequency, rate, or extent of an acute inflammatory response. [GOC:add]",http://amigo.geneontology.org/amigo/term/GO:0002673,49,2,0.04081632653061224,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,GOBP,GOBP_REGULATION_OF_ACUTE_INFLAMMATORY_RESPONSE_TO_ANTIGENIC_STIMULUS,M22292,GO:0002864,"Any process that modulates the frequency, rate, or extent of an acute inflammatory response to an antigenic stimulus. [GOC:add]",http://amigo.geneontology.org/amigo/term/GO:0002864,17,1,0.058823529411764705,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_ACYL_COA_BIOSYNTHETIC_PROCESS,GOBP,GOBP_REGULATION_OF_ACYL_COA_BIOSYNTHETIC_PROCESS,M13222,GO:0050812,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways resulting in the formation of acyl-CoA. [GOC:ai]",http://amigo.geneontology.org/amigo/term/GO:0050812,11,7,0.6363636363636364,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,GOBP,GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE,M10757,GO:0002819,"Any process that modulates the frequency, rate, or extent of an adaptive immune response. [GOC:add]",http://amigo.geneontology.org/amigo/term/GO:0002819,222,24,0.10810810810810811,redundant,GOBP|GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY,0.6333333333333333
GOBP|GOBP_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,GOBP,GOBP_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVATING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY,M24895,GO:0106070,"Any process that modulates the frequency, rate or extent of an adenylate cyclase-activating G protein-coupled receptor signaling pathway. [GOC:hjd, PMID:19246489]",http://amigo.geneontology.org/amigo/term/GO:0106070,23,6,0.2608695652173913,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY,GOBP,GOBP_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY,M12312,GO:0045761,"Any process that modulates the frequency, rate or extent of adenylate cyclase activity. [GOC:go_curators]",http://amigo.geneontology.org/amigo/term/GO:0045761,30,5,0.16666666666666666,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_ADHERENS_JUNCTION_ORGANIZATION,GOBP,GOBP_REGULATION_OF_ADHERENS_JUNCTION_ORGANIZATION,M12631,GO:1903391,"Any process that modulates the frequency, rate or extent of adherens junction organization. [GO_REF:0000058, GOC:als, GOC:TermGenie, PMID:21724833]",http://amigo.geneontology.org/amigo/term/GO:1903391,5,3,0.6,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ADIPONECTIN_SECRETION,GOBP,GOBP_REGULATION_OF_ADIPONECTIN_SECRETION,M29266,GO:0070163,"Any process that modulates the frequency, rate or extent of the regulated release of adiponectin from a cell. [GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0070163,7,0,0,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT,GOBP,GOBP_REGULATION_OF_ADIPOSE_TISSUE_DEVELOPMENT,M25232,GO:1904177,"Any process that modulates the frequency, rate or extent of adipose tissue development. [GO_REF:0000058, GOC:TermGenie, PMID:23081848]",http://amigo.geneontology.org/amigo/term/GO:1904177,26,5,0.19230769230769232,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_AEROBIC_RESPIRATION,GOBP,GOBP_REGULATION_OF_AEROBIC_RESPIRATION,M25188,GO:1903715,"Any process that modulates the frequency, rate or extent of aerobic respiration. [GO_REF:0000058, GOC:TermGenie, PMID:19266076]",http://amigo.geneontology.org/amigo/term/GO:1903715,32,15,0.46875,redundant,GOBP|GOBP_REGULATION_OF_CELLULAR_RESPIRATION,0.8333333333333334
GOBP|GOBP_REGULATION_OF_AGGREPHAGY,GOBP,GOBP_REGULATION_OF_AGGREPHAGY,M48568,GO:1905335,"Any process that modulates the frequency, rate or extent of aggrephagy. [GO_REF:0000058, GOC:pad, GOC:PARL, GOC:TermGenie, PMID:25686248]",http://amigo.geneontology.org/amigo/term/GO:1905335,8,4,0.5,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_AIM2_INFLAMMASOME_COMPLEX_ASSEMBLY,GOBP,GOBP_REGULATION_OF_AIM2_INFLAMMASOME_COMPLEX_ASSEMBLY,M49576,GO:0140971,"Any process that modulates the frequency, rate or extent of AIM2 inflammasome complex assembly. [PMID:33467177]",http://amigo.geneontology.org/amigo/term/GO:0140971,5,2,0.4,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,GOBP,GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS,M15905,GO:1902930,"Any process that modulates the frequency, rate or extent of alcohol biosynthetic process. [GO_REF:0000058, GOC:mengo_curators, GOC:TermGenie, PMID:23332010]",http://amigo.geneontology.org/amigo/term/GO:1902930,57,11,0.19298245614035087,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_ALDOSTERONE_METABOLIC_PROCESS,GOBP,GOBP_REGULATION_OF_ALDOSTERONE_METABOLIC_PROCESS,M23078,GO:0032344,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving aldosterone. [GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0032344,8,0,0,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,GOBP,GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_ACTIVATION,M10453,GO:0046634,"Any process that modulates the frequency, rate or extent of alpha-beta T cell activation. [GOC:ai]",http://amigo.geneontology.org/amigo/term/GO:0046634,120,17,0.14166666666666666,retained,NA,NA
GOBP|GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION,GOBP,GOBP_REGULATION_OF_ALPHA_BETA_T_CELL_DIFFERENTIATION,M13365,GO:0046637,"Any process that modulates the frequency, rate or extent of alpha-beta T cell differentiation. [GOC:ai]",http://amigo.geneontology.org/amigo/term/GO:0046637,81,11,0.13580246913580246,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,GOBP,GOBP_REGULATION_OF_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,M40319,GO:0000381,"Any process that modulates the frequency, rate or extent of alternative splicing of nuclear mRNAs. [GOC:krc]",http://amigo.geneontology.org/amigo/term/GO:0000381,70,16,0.22857142857142856,redundant,GOBP|GOBP_ALTERNATIVE_MRNA_SPLICING_VIA_SPLICEOSOME,0.7272727272727273
GOBP|GOBP_REGULATION_OF_AMIDE_METABOLIC_PROCESS,GOBP,GOBP_REGULATION_OF_AMIDE_METABOLIC_PROCESS,M14685,GO:0034248,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving amides. [GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0034248,86,27,0.313953488372093,retained,NA,NA
GOBP|GOBP_REGULATION_OF_AMINE_METABOLIC_PROCESS,GOBP,GOBP_REGULATION_OF_AMINE_METABOLIC_PROCESS,M11729,GO:0033238,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways by which individual cells transform amines. [GOC:mah]",http://amigo.geneontology.org/amigo/term/GO:0033238,24,7,0.2916666666666667,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_AMINO_ACID_METABOLIC_PROCESS,GOBP,GOBP_REGULATION_OF_AMINO_ACID_METABOLIC_PROCESS,M16483,GO:0006521,"Any process that modulates the frequency, rate or extent of the chemical reactions and pathways involving amino acids. [GOC:go_curators]",http://amigo.geneontology.org/amigo/term/GO:0006521,9,2,0.2222222222222222,source_too_small,NA,NA
GOBP|GOBP_REGULATION_OF_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,GOBP,GOBP_REGULATION_OF_AMINO_ACID_TRANSMEMBRANE_TRANSPORT,M43040,GO:1903789,"Any process that modulates the frequency, rate or extent of amino acid transmembrane transport. [GO_REF:0000058, GOC:TermGenie, PMID:16115814]",http://amigo.geneontology.org/amigo/term/GO:1903789,16,4,0.25,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_AMINO_ACID_TRANSPORT,GOBP,GOBP_REGULATION_OF_AMINO_ACID_TRANSPORT,M14605,GO:0051955,"Any process that modulates the frequency, rate or extent of the directed movement of amino acids into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore. [GOC:ai]",http://amigo.geneontology.org/amigo/term/GO:0051955,37,6,0.16216216216216217,too_few_measured,NA,NA
GOBP|GOBP_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY,GOBP,GOBP_REGULATION_OF_AMPA_RECEPTOR_ACTIVITY,M25459,GO:2000311,"Any process that modulates the frequency, rate or extent of AMPA selective glutamate receptor activity. [GOC:BHF]",http://amigo.geneontology.org/amigo/term/GO:2000311,30,18,0.6,redundant,GOBP|GOBP_REGULATION_OF_SIGNALING_RECEPTOR_ACTIVITY,0.75
GOBP|GOBP_REGULATION_OF_AMYLOID_BETA_CLEARANCE,GOBP,GOBP_REGULATION_OF_AMYLOID_BETA_CLEARANCE,M24956,GO:1900221,"Any process that modulates the frequency, rate or extent of amyloid-beta clearance. [GOC:BHF, GOC:TermGenie]",http://amigo.geneontology.org/amigo/term/GO:1900221,21,2,0.09523809523809523,too_few_measured,NA,NA
